id,scientific_name,common_name,image_url,taxa_url,attribution
54164,Pseudohydnum gelatinosum,Toothed Jelly Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/469208258/medium.jpeg,https://www.inaturalist.org/taxa/54164,"(c) Tephra Bates, some rights reserved (CC BY-NC)"
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://inaturalist-open-data.s3.amazonaws.com/photos/469419204/medium.jpg,https://www.inaturalist.org/taxa/118028,"(c) sophiaj1666, some rights reserved (CC BY-NC)"
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://static.inaturalist.org/photos/469175940/medium.jpeg,https://www.inaturalist.org/taxa/118028,"(c) Lauren Bryant-Davis, all rights reserved"
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://inaturalist-open-data.s3.amazonaws.com/photos/469233123/medium.jpg,https://www.inaturalist.org/taxa/118028,"(c) Katherine McDermott, some rights reserved (CC BY-NC)"
877361,Fomitopsis mounceae,Northern Red Belt,https://inaturalist-open-data.s3.amazonaws.com/photos/469759786/medium.jpg,https://www.inaturalist.org/taxa/877361,"(c) sarahberton, some rights reserved (CC BY-NC)"
877361,Fomitopsis mounceae,Northern Red Belt,https://inaturalist-open-data.s3.amazonaws.com/photos/469653476/medium.jpg,https://www.inaturalist.org/taxa/877361,no rights reserved
877361,Fomitopsis mounceae,Northern Red Belt,https://inaturalist-open-data.s3.amazonaws.com/photos/469645842/medium.jpg,https://www.inaturalist.org/taxa/877361,no rights reserved
508778,Fomes excavatus,Tinder Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/469204266/medium.jpg,https://www.inaturalist.org/taxa/508778,"(c) devonway, some rights reserved (CC BY-NC)"
508778,Fomes excavatus,Tinder Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/469206270/medium.jpg,https://www.inaturalist.org/taxa/508778,"(c) Joan Septembre, some rights reserved (CC BY-NC)"
508778,Fomes excavatus,Tinder Polypore,https://static.inaturalist.org/photos/469212888/medium.jpg,https://www.inaturalist.org/taxa/508778,"(c) Maksim Adzic, all rights reserved"
127021,Inonotus obliquus,chaga,https://static.inaturalist.org/photos/469681896/medium.jpeg,https://www.inaturalist.org/taxa/127021,"(c) Eeva Ollikainen, all rights reserved"
127021,Inonotus obliquus,chaga,https://static.inaturalist.org/photos/469418529/medium.jpeg,https://www.inaturalist.org/taxa/127021,"(c) Kathleen Zizzo, all rights reserved"
127021,Inonotus obliquus,chaga,https://inaturalist-open-data.s3.amazonaws.com/photos/469176682/medium.jpg,https://www.inaturalist.org/taxa/127021,"(c) bhoksch, some rights reserved (CC BY-NC)"
53713,Laetiporus sulphureus,chicken of the woods,https://inaturalist-open-data.s3.amazonaws.com/photos/469172023/medium.jpg,https://www.inaturalist.org/taxa/53713,"(c) alana07, some rights reserved (CC BY-NC)"
53713,Laetiporus sulphureus,chicken of the woods,https://inaturalist-open-data.s3.amazonaws.com/photos/469098776/medium.jpeg,https://www.inaturalist.org/taxa/53713,"(c) Oliver, some rights reserved (CC BY-NC)"
53713,Laetiporus sulphureus,chicken of the woods,https://inaturalist-open-data.s3.amazonaws.com/photos/469043978/medium.jpeg,https://www.inaturalist.org/taxa/53713,"(c) ivansemenkov, some rights reserved (CC BY-NC)"
63274,Ganoderma tsugae,hemlock varnish shelf,https://static.inaturalist.org/photos/469327142/medium.jpeg,https://www.inaturalist.org/taxa/63274,"(c) Ripley Patton, all rights reserved"
63274,Ganoderma tsugae,hemlock varnish shelf,https://inaturalist-open-data.s3.amazonaws.com/photos/469295928/medium.jpeg,https://www.inaturalist.org/taxa/63274,"(c) goltzene, some rights reserved (CC BY-NC)"
63274,Ganoderma tsugae,hemlock varnish shelf,https://inaturalist-open-data.s3.amazonaws.com/photos/468333400/medium.jpeg,https://www.inaturalist.org/taxa/63274,"(c) Wade Harrison, some rights reserved (CC BY-NC)"
1537057,Fomitopsis cajanderi,Rosy Conk,https://static.inaturalist.org/photos/469618153/medium.jpeg,https://www.inaturalist.org/taxa/1537057,"(c) Wendy Blackburn, all rights reserved"
1537057,Fomitopsis cajanderi,Rosy Conk,https://inaturalist-open-data.s3.amazonaws.com/photos/469645563/medium.jpg,https://www.inaturalist.org/taxa/1537057,no rights reserved
1537057,Fomitopsis cajanderi,Rosy Conk,https://static.inaturalist.org/photos/469612860/medium.jpg,https://www.inaturalist.org/taxa/1537057,"(c) Kristi Zoebelein, all rights reserved"
68309,Panellus stipticus,Luminescent Panellus,https://static.inaturalist.org/photos/469749331/medium.jpg,https://www.inaturalist.org/taxa/68309,"(c) tconee, all rights reserved"
68309,Panellus stipticus,Luminescent Panellus,https://inaturalist-open-data.s3.amazonaws.com/photos/469716714/medium.jpg,https://www.inaturalist.org/taxa/68309,"(c) Anna E. Satory, some rights reserved (CC BY-NC)"
68309,Panellus stipticus,Luminescent Panellus,https://static.inaturalist.org/photos/469544898/medium.jpeg,https://www.inaturalist.org/taxa/68309,"(c) Henning Karger, all rights reserved"
